2008,4,14,17,3795
2008,4,14,18,3585
2008,4,14,19,3188
2008,4,14,20,2786
2008,4,14,21,2524
2008,4,14,22,2464
2008,4,14,23,2563
2008,4,15,0,2863
2008,4,15,1,3230
2008,4,15,2,3633
2008,4,15,3,3916
2008,4,15,4,4033
2008,4,15,5,3962
2008,4,15,6,3708
2008,4,15,7,3363
2008,4,15,8,3002
2008,4,15,9,2690
2008,4,15,10,2571
2008,4,15,11,2656
2008,4,15,12,2863
2008,4,15,13,3210
2008,4,15,14,3620
2008,4,15,15,3955
2008,4,15,16,4160
2008,4,15,17,4159
2008,4,15,18,3942
2008,4,15,19,3574
2008,4,15,20,3131
2008,4,15,21,2707
2008,4,15,22,2417
2008,4,15,23,2347
2008,4,16,0,2534
2008,4,16,1,2867
2008,4,16,2,3311
2008,4,16,3,3738
2008,4,16,4,4047
2008,4,16,5,4160
2008,4,16,6,4052
2008,4,16,7,3745
2008,4,16,8,3313
2008,4,16,9,2890
2008,4,16,10,2566
2008,4,16,11,2421
2008,4,16,12,2523
2008,4,16,13,2831
2008,4,16,14,3268
2008,4,16,15,3732
2008,4,16,16,4102
2008,4,16,17,4286
2008,4,16,18,4242
2008,4,16,19,3972
2008,4,16,20,3515
2008,4,16,21,3005
2008,4,16,22,2559
2008,4,16,23,2314
2008,4,17,0,2317
2008,4,17,1,2553
2008,4,17,2,2992
2008,4,17,3,3514
2008,4,17,4,3960
2008,4,17,5,4237
2008,4,17,6,4297
2008,4,17,7,4082
2008,4,17,8,3653
2008,4,17,9,3183
2008,4,17,10,2709
2008,4,17,11,2367
2008,4,17,12,2304
2008,4,17,13,2494
2008,4,17,14,2891
2008,4,17,15,3416
2008,4,17,16,3901
2008,4,17,17,4255
2008,4,17,18,4407
2008,4,17,19,4281
2008,4,17,20,3899
2008,4,17,21,3371
2008,4,17,22,2833
2008,4,17,23,2458
2008,4,18,0,2232
2008,4,18,1,2325
2008,4,18,2,2707
2008,4,18,3,3230
2008,4,18,4,3762
2008,4,18,5,4208
2008,4,18,6,4430
2008,4,18,7,4366
2008,4,18,8,4043
2008,4,18,9,3549
2008,4,18,10,2994
2008,4,18,11,2505
2008,4,18,12,2251
2008,4,18,13,2292
2008,4,18,14,2597
2008,4,18,15,3078
2008,4,18,16,3650
2008,4,18,17,4128
2008,4,18,18,4421
2008,4,18,19,4467
2008,4,18,20,4216
2008,4,18,21,3732
2008,4,18,22,3153
2008,4,18,23,2680
2008,4,19,0,2286
2008,4,19,1,2226
2008,4,19,2,2474
2008,4,19,3,2942
2008,4,19,4,3508
2008,4,19,5,4050
2008,4,19,6,4412
2008,4,19,7,4493
2008,4,19,8,4290
2008,4,19,9,3852
2008,4,19,10,3264
2008,4,19,11,2693
2008,4,19,12,2306
2008,4,19,13,2164
2008,4,19,14,2302
2008,4,19,15,2718
2008,4,19,16,3297
2008,4,19,17,3841
2008,4,19,18,4250
2008,4,19,19,4469
2008,4,19,20,4391
2008,4,19,21,4012
2008,4,19,22,3459
2008,4,19,23,2944
2008,4,20,0,2413
2008,4,20,1,2231
2008,4,20,2,2333
2008,4,20,3,2669
2008,4,20,4,3199
2008,4,20,5,3803
2008,4,20,6,4263
2008,4,20,7,4494
2008,4,20,8,4468
2008,4,20,9,4149
2008,4,20,10,3591
2008,4,20,11,2991
2008,4,20,12,2483
2008,4,20,13,2167
2008,4,20,14,2147
2008,4,20,15,2445
2008,4,20,16,2955
2008,4,20,17,3516
2008,4,20,18,4025
2008,4,20,19,4378
2008,4,20,20,4459
2008,4,20,21,4218
2008,4,20,22,3756
2008,4,20,23,3267
2008,4,21,0,2671
2008,4,21,1,2334
2008,4,21,2,2266
2008,4,21,3,2486
2008,4,21,4,2922
2008,4,21,5,3498
2008,4,21,6,4053
2008,4,21,7,4417
2008,4,21,8,4521
2008,4,21,9,4353
2008,4,21,10,3907
2008,4,21,11,3321
2008,4,21,12,2757
2008,4,21,13,2331
2008,4,21,14,2128
2008,4,21,15,2249
2008,4,21,16,2654
2008,4,21,17,3193
2008,4,21,18,3717
2008,4,21,19,4138
2008,4,21,20,4369
2008,4,21,21,4307
2008,4,21,22,3987
2008,4,21,23,3482
2008,4,22,0,2965
2008,4,22,1,2537
2008,4,22,2,2321
2008,4,22,3,2358
2008,4,22,4,2690
2008,4,22,5,3204
2008,4,22,6,3745
2008,4,22,7,4204
2008,4,22,8,4459
2008,4,22,9,4423
2008,4,22,10,4127
2008,4,22,11,3628
2008,4,22,12,3063
2008,4,22,13,2568
2008,4,22,14,2255
2008,4,22,15,2231
2008,4,22,16,2448
2008,4,22,17,2874
2008,4,22,18,3408
2008,4,22,19,3860
2008,4,22,20,4180
2008,4,22,21,4289
2008,4,22,22,4101
2008,4,22,23,3771
2008,4,23,0,3259
2008,4,23,1,2832
2008,4,23,2,2506
2008,4,23,3,2413
2008,4,23,4,2581
2008,4,23,5,2970
2008,4,23,6,3487
2008,4,23,7,3959
2008,4,23,8,4287
2008,4,23,9,4417
2008,4,23,10,4268
2008,4,23,11,3867
2008,4,23,12,3383
2008,4,23,13,2868
2008,4,23,14,2452
2008,4,23,15,2296
2008,4,23,16,2357
2008,4,23,17,2648
2008,4,23,18,3090
2008,4,23,19,3546
2008,4,23,20,3914
2008,4,23,21,4125
2008,4,23,22,4091
2008,4,23,23,3885
2008,4,24,0,3442
2008,4,24,1,3035
2008,4,24,2,2696
2008,4,24,3,2512
2008,4,24,4,2537
2008,4,24,5,2794
2008,4,24,6,3200
2008,4,24,7,3627
2008,4,24,8,4006
2008,4,24,9,4231
2008,4,24,10,4214
2008,4,24,11,3979
2008,4,24,12,3589
2008,4,24,13,3118
2008,4,24,14,2697
2008,4,24,15,2427
2008,4,24,16,2356
2008,4,24,17,2492
2008,4,24,18,2819
2008,4,24,19,3248
2008,4,24,20,3616
2008,4,24,21,3876
2008,4,24,22,3996
2008,4,24,23,3935
2008,4,25,0,3612
2008,4,25,1,3269
2008,4,25,2,2929
2008,4,25,3,2667
2008,4,25,4,2580
2008,4,25,5,2708
2008,4,25,6,2989
2008,4,25,7,3354
2008,4,25,8,3734
2008,4,25,9,4020
2008,4,25,10,4132
2008,4,25,11,4064
2008,4,25,12,3826
2008,4,25,13,3439
2008,4,25,14,3033
2008,4,25,15,2701
2008,4,25,16,2497
2008,4,25,17,2499
2008,4,25,18,2690
2008,4,25,19,3003
2008,4,25,20,3342
2008,4,25,21,3623
2008,4,25,22,3821
2008,4,25,23,3881
2008,4,26,0,3739
2008,4,26,1,3499
2008,4,26,2,3202
2008,4,26,3,2925
2008,4,26,4,2739
2008,4,26,5,2731
2008,4,26,6,2889
2008,4,26,7,3140
2008,4,26,8,3475
2008,4,26,9,3794
2008,4,26,10,3977
2008,4,26,11,4040
2008,4,26,12,3955
2008,4,26,13,3687
2008,4,26,14,3335
2008,4,26,15,3001
2008,4,26,16,2747
2008,4,26,17,2619
2008,4,26,18,2656
2008,4,26,19,2850
2008,4,26,20,3116
2008,4,26,21,3378
2008,4,26,22,3625
2008,4,26,23,3775
2008,4,27,0,3796
2008,4,27,1,3673
2008,4,27,2,3461
2008,4,27,3,3217
2008,4,27,4,2994
2008,4,27,5,2870
2008,4,27,6,2885
2008,4,27,7,3010
2008,4,27,8,3234
2008,4,27,9,3501
2008,4,27,10,3721
2008,4,27,11,3883
2008,4,27,12,3939
2008,4,27,13,3838
2008,4,27,14,3615
2008,4,27,15,3336
2008,4,27,16,3059
2008,4,27,17,2830
2008,4,27,18,2723
2008,4,27,19,2747
2008,4,27,20,2886
2008,4,27,21,3108
2008,4,27,22,3339
2008,4,27,23,3539
2008,4,28,0,3690
2008,4,28,1,3719
2008,4,28,2,3654
2008,4,28,3,3479
2008,4,28,4,3254
2008,4,28,5,3080
2008,4,28,6,2958
2008,4,28,7,2918
2008,4,28,8,3010
2008,4,28,9,3210
2008,4,28,10,3431
2008,4,28,11,3663
2008,4,28,12,3855
2008,4,28,13,3931
2008,4,28,14,3866
2008,4,28,15,3693
2008,4,28,16,3437
2008,4,28,17,3162
2008,4,28,18,2929
2008,4,28,19,2799
2008,4,28,20,2785
2008,4,28,21,2889
2008,4,28,22,3084
2008,4,28,23,3307
2008,4,29,0,3562
2008,4,29,1,3724
2008,4,29,2,3816
2008,4,29,3,3758
2008,4,29,4,3600
2008,4,29,5,3405
2008,4,29,6,3171
2008,4,29,7,2966
2008,4,29,8,2913
2008,4,29,9,2978
2008,4,29,10,3110
2008,4,29,11,3357
2008,4,29,12,3648
2008,4,29,13,3876
2008,4,29,14,3966
2008,4,29,15,3944
2008,4,29,16,3796
2008,4,29,17,3537
2008,4,29,18,3217
2008,4,29,19,2956
2008,4,29,20,2773
2008,4,29,21,2734
2008,4,29,22,2811
2008,4,29,23,3052
2008,4,30,0,3366
2008,4,30,1,3594
2008,4,30,2,3856
2008,4,30,3,3963
2008,4,30,4,3908
2008,4,30,5,3741
2008,4,30,6,3455
2008,4,30,7,3135
2008,4,30,8,2900
2008,4,30,9,2783
2008,4,30,10,2808
2008,4,30,11,2998
2008,4,30,12,3318
2008,4,30,13,3650
2008,4,30,14,3933
2008,4,30,15,4115
2008,4,30,16,4089
2008,4,30,17,3886
2008,4,30,18,3574
2008,4,30,19,3211
2008,4,30,20,2860
2008,4,30,21,2617
2008,4,30,22,2565
2008,4,30,23,2698
2008,5,1,0,2986
2008,5,1,1,3366
2008,5,1,2,3731
2008,5,1,3,4003
2008,5,1,4,4126
2008,5,1,5,4061
2008,5,1,6,3805
2008,5,1,7,3429
2008,5,1,8,3048
2008,5,1,9,2740
2008,5,1,10,2577
2008,5,1,11,2635
2008,5,1,12,2907
2008,5,1,13,3309
2008,5,1,14,3739
2008,5,1,15,4090
2008,5,1,16,4275
2008,5,1,17,4238
2008,5,1,18,3987
2008,5,1,19,3588
2008,5,1,20,3120
2008,5,1,21,2690
2008,5,1,22,2446
2008,5,1,23,2422
2008,5,2,0,2642
2008,5,2,1,3015
2008,5,2,2,3499
2008,5,2,3,3925
2008,5,2,4,4229
2008,5,2,5,4345
2008,5,2,6,4188
2008,5,2,7,3820
2008,5,2,8,3345
2008,5,2,9,2844
2008,5,2,10,2465
2008,5,2,11,2343
2008,5,2,12,2472
2008,5,2,13,2829
2008,5,2,14,3349
2008,5,2,15,3878
2008,5,2,16,4274
2008,5,2,17,4458
2008,5,2,18,4372
2008,5,2,19,4017
2008,5,2,20,3493
2008,5,2,21,2948
2008,5,2,22,2494
2008,5,2,23,2269
2008,5,3,0,2335
2008,5,3,1,2637
2008,5,3,2,3126
2008,5,3,3,3682
2008,5,3,4,4179
2008,5,3,5,4486
2008,5,3,6,4520
2008,5,3,7,4258
2008,5,3,8,3762
2008,5,3,9,3151
2008,5,3,10,2612
2008,5,3,11,2217
2008,5,3,12,2093
2008,5,3,13,2366
2008,5,3,14,2871
2008,5,3,15,3454
2008,5,3,16,4050
2008,5,3,17,4474
2008,5,3,18,4633
2008,5,3,19,4452
2008,5,3,20,3993
2008,5,3,21,3378
2008,5,3,22,2745
2008,5,3,23,2319
2008,5,4,0,2127
2008,5,4,1,2270
2008,5,4,2,2707
2008,5,4,3,3318
2008,5,4,4,3942
2008,5,4,5,4439
2008,5,4,6,4691
2008,5,4,7,4623
2008,5,4,8,4242
2008,5,4,9,3624
2008,5,4,10,2928
2008,5,4,11,2334
2008,5,4,12,1964
2008,5,4,13,1933
2008,5,4,14,2299
2008,5,4,15,2917
2008,5,4,16,3595
2008,5,4,17,4212
2008,5,4,18,4614
2008,5,4,19,4695
2008,5,4,20,4405
2008,5,4,21,3833
2008,5,4,22,3130
2008,5,4,23,2565
2008,5,5,0,2099
2008,5,5,1,2007
2008,5,5,2,2256
2008,5,5,3,2793
2008,5,5,4,3482
2008,5,5,5,4123
2008,5,5,6,4582
2008,5,5,7,4775
2008,5,5,8,4626
2008,5,5,9,4105
2008,5,5,10,3383
2008,5,5,11,2663
2008,5,5,12,2078
2008,5,5,13,1768
2008,5,5,14,1872
2008,5,5,15,2225
2008,5,5,16,3079
2008,5,5,17,3659
2008,5,5,18,4291
2008,5,5,19,4656
2008,5,5,20,4668
2008,5,5,21,4257
2008,5,5,22,3631
2008,5,5,23,2993
2008,5,6,0,2321
2008,5,6,1,1981
2008,5,6,2,1962
2008,5,6,3,2315
2008,5,6,4,2931
2008,5,6,5,3639
2008,5,6,6,4239
2008,5,6,7,4667
2008,5,6,8,4803
2008,5,6,9,4516
2008,5,6,10,3926
2008,5,6,11,3188
2008,5,6,12,2456
2008,5,6,13,1913
2008,5,6,14,1694
2008,5,6,15,1852
2008,5,6,16,2364
2008,5,6,17,3081
2008,5,6,18,3725
2008,5,6,19,4341
2008,5,6,20,4636
2008,5,6,21,4553
2008,5,6,22,4106
2008,5,6,23,3547
2008,5,7,0,2784
2008,5,7,1,2281
2008,5,7,2,2009
2008,5,7,3,2069
2008,5,7,4,2480
2008,5,7,5,3114
2008,5,7,6,3782
2008,5,7,7,4343
2008,5,7,8,4700
2008,5,7,9,4749
2008,5,7,10,4400
2008,5,7,11,3770
2008,5,7,12,3063
2008,5,7,13,2386
2008,5,7,14,1899
2008,5,7,15,1763
2008,5,7,16,1994
2008,5,7,17,2504
2008,5,7,18,3165
2008,5,7,19,3819
2008,5,7,20,4308
2008,5,7,21,4528
2008,5,7,22,4398
2008,5,7,23,4014
2008,5,8,0,3341
2008,5,8,1,2779
2008,5,8,2,2317
2008,5,8,3,2114
2008,5,8,4,2237
2008,5,8,5,2688
2008,5,8,6,3270
2008,5,8,7,3889
2008,5,8,8,4390
2008,5,8,9,4627
2008,5,8,10,4632
2008,5,8,11,4265
2008,5,8,12,3659
2008,5,8,13,3020
2008,5,8,14,2422
2008,5,8,15,2013
2008,5,8,16,1926
2008,5,8,17,2167
2008,5,8,18,2650
2008,5,8,19,3223
2008,5,8,20,3770
2008,5,8,21,4197
2008,5,8,22,4377
2008,5,8,23,4260
2008,5,9,0,3797
2008,5,9,1,3322
2008,5,9,2,2807
